acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z
0.207183838,-0.14541626,-0.904190064,0.364813387,-0.552788079,-0.474218696
0.198898315,-0.121520996,-0.937286377,0.339650244,-0.662211776,-0.396364659
0.168197632,-0.139328003,-0.920227051,0.369611859,-0.662907124,-0.649166286
0.158081055,-0.199615479,-0.894897461,-0.631685853,-0.795849741,-0.433023334
-0.013580322,-0.157363892,-0.937896729,-1.465743423,-1.958055377,-0.202489987
-0.045791626,0.097915649,-1.053985596,-0.443373442,0.628120363,-0.568165958
-0.145690918,0.045303345,-1.132751465,2.025542736,0.774513006,-2.25667572
0.627075195,-0.992080689,-0.642364502,1.2044276,-3.540340662,-2.327451229
-0.168563843,-0.088012695,-0.48564148,-2.553548813,0.121206053,-2.779522181
0.163879395,-0.29473877,-1.431686401,-1.345110416,0.978606224,-1.067068696
0.05897522,-0.02444458,-1.079025269,0.16199024,-1.756130219,-0.997210264
-0.104217529,-0.0340271,-1.202362061,1.131729484,0.844459891,-0.362978458
-0.21685791,-0.18510437,-0.618484497,-0.166056082,-1.972668648,-0.608650267
-0.278442383,-0.073303223,-1.138092041,-0.179457381,0.360533953,-1.578525066
-0.062194824,-0.271987915,-0.815582275,1.337812901,-2.861994982,-2.590070724
-0.00328064,0.018920898,-0.873092651,-0.807056069,-0.37229526,-1.404637933
-0.219299316,-0.048995972,-1.239089966,-0.3628802,0.561354935,-1.984186292
0.104003906,-0.106826782,-1.020904541,0.261979669,-0.837537527,-1.919590831
-0.086868286,-0.121841431,-0.89390564,-0.113641076,-0.82945323,-1.713652492
-0.077133179,-0.167266846,-0.832489014,-0.283219457,-0.958963573,-1.724777579
-0.164993286,-0.120956421,-0.972808838,-0.66523391,-0.592289686,-1.995740652
-0.063949585,-0.165786743,-1.112533569,-1.073283792,0.156251654,-1.805914521
-0.070831299,-0.147140503,-1.114700317,-0.519556642,0.144732148,-1.689924359
-0.118164063,-0.152069092,-0.907562256,-0.733199656,0.519585133,-1.404836059
-0.187347412,-0.069885254,-0.941040039,-0.196268052,-0.01230913,-1.477189422
-0.035705566,-0.058883667,-0.854782105,-0.154235646,-0.18522045,-0.976178229
-0.011749268,-0.078048706,-0.870071411,-0.130404338,-0.565232217,-0.607658804
0.055450439,-0.027374268,-0.851089478,0.006385461,-0.900940478,-0.092323802
0.07170105,0.04788208,-0.856781006,0.338218004,-1.213451743,0.786078036
-0.185150147,-0.0599823,-0.94203186,-0.279423654,-1.582871079,0.78945601
-0.018692017,0.161087036,-0.862304688,0.568441629,-2.811264515,1.843660355
-0.333328247,-0.012817383,-0.532531738,0.270083159,-4.406416893,2.587019682
-0.354888916,0.333206177,-0.792175293,3.165407419,-8.617767334,2.735735655
-0.171127319,0.678253174,-0.038772583,3.601284504,-5.642077923,6.215795994
-2.901046753,0.321060181,-1.812835693,4.962190151,-1.702214241,2.728583336
-2.760116577,-0.345489502,0.694778442,-0.13283208,2.832270145,-1.005777955
-0.859649658,0.626617432,-0.236816406,-0.125821576,-4.475562572,0.416109592
-2.302124023,-0.326095581,-0.103897095,3.05360508,-1.162781119,-3.969722748
-0.189453125,0.103393555,-0.374252319,-1.096946239,1.57837677,-0.499120325
0.39189148,0.830749512,0.156906128,-2.160490513,2.847066641,3.25832653
-0.964508057,0.570343018,0.15562439,-1.100378156,0.701448143,1.106497645
1.670944214,2.131011963,-0.985107422,0.337434769,-3.994837046,6.509691238
-2.611190796,0.578414917,0.191848755,-2.35537529,5.051726341,1.801618934
-0.841995239,0.081756592,0.162292481,-1.759664774,3.362166643,1.74634254
-0.447509766,0.376281738,-0.106964111,-1.002017021,3.488620996,1.705636978
-0.730331421,1.045440674,-0.209030151,-2.074193954,2.288884163,2.227218866
-0.731658936,0.662902832,-0.421295166,-3.109592199,2.558207273,0.746064067
-0.450805664,1.364349365,-0.098510742,-0.639404476,0.95739311,0.775615811
-0.340240479,1.181228638,-0.317703247,-1.380435109,1.435722351,-0.00201335
-0.269195557,0.762695313,-0.175582886,-0.093451917,-0.851714075,-0.044142429
-0.273986816,0.996002197,-0.154388428,-1.049558163,-0.16046451,-0.396065861
-0.060958862,1.043258667,0.01651001,-0.807381213,0.119998843,-0.156870306
-0.256668091,1.0572052,-0.249206543,-0.820732951,-0.026461702,-0.210810244
-0.152648926,0.752563477,0.313018799,-1.647748828,-0.026678748,1.135834694
0.031570435,0.570968628,0.051269531,-1.335422397,0.355086446,1.188243866
-0.24130249,0.01121521,0.361846924,-1.587738872,-0.838320494,-0.746484876
-0.080459595,1.519607544,0.174362183,-0.763355732,-2.856274128,3.877546787
-0.464599609,1.156478882,0.502716065,0.034476217,-0.231498212,2.206548691
-0.232879639,1.018203735,0.311630249,-0.801892459,-0.262693405,-0.429754287
0.213851929,1.001861572,0.289382935,0.042047318,-0.460662693,0.428563327
0.461761475,1.60736084,0.453384399,-0.910512149,-1.091198564,2.147213459
0.606643677,0.848510742,-0.199356079,0.022390526,-1.007483959,1.074475527
0.415008545,0.612838745,-0.293624878,1.097222328,-0.633869886,-0.10604015
0.27406311,0.922698975,-0.130264282,1.078148007,-0.603245676,0.040242761
0.625579834,0.755081177,0.199859619,0.554730058,-0.311395973,0.249274269
0.30456543,0.87046814,-0.082489014,0.427129746,-0.364444792,0.257023007
-0.040649414,0.851150513,0.130691528,1.17130053,-0.236446619,-0.386442512
-0.675048828,1.117752075,-0.169754028,0.875724316,-0.944114327,-1.376418352
0.249221802,0.339416504,-0.004669189,1.336180568,-1.474958181,-2.867650509
0.057403564,0.484954834,0.173477173,0.033345707,-1.693817258,-0.062966451
-0.435043335,0.980484009,-0.342819214,0.25410524,-0.276833206,0.346884728
0.119415283,1.30682373,0.115188599,-0.275002807,0.315551043,0.299426377
0.042007446,1.227127075,0.008132935,-0.874268651,-0.600778222,-0.545059562
0.387191773,1.008560181,-0.09362793,-2.506426573,1.27357769,-0.568442404
0.730941773,1.123596191,0.007354736,-2.744087458,2.107544661,-0.665205956
0.570083618,1.032012939,-0.118347168,-1.591400146,1.35673058,0.043343745
-0.084518433,1.12991333,0.06640625,-2.204363823,-1.362981081,-0.679648042
-0.023147583,0.9190979,0.119506836,-2.849005699,-2.057500601,-0.569703162
0.413742065,0.52420044,-0.003936768,-1.115008593,-2.164105177,-0.622858226
0.429504395,0.401412964,0.001785278,0.664027512,-0.952357829,-0.214484602
0.206085205,0.48059082,0.381881714,1.874596119,-0.613872469,0.220254347
0.101806641,1.331573486,1.139450073,0.405448705,-0.262624443,0.257000893
0.062225342,1.238433838,0.681030273,-1.068783283,-0.882243455,-0.654332042
1.045425415,1.017486572,0.286605835,0.573416412,-0.137951747,0.45240581
0.106323242,0.688140869,0.244186401,0.325906992,1.669333816,-0.035840288
0.382644653,0.41355896,-0.447738648,2.189241886,1.467921376,0.484884918
0.489868164,1.06489563,-0.113250732,2.021721363,0.804802477,1.303672433
0.063873291,1.084579468,0.179244995,1.318381429,0.129143342,0.11256063
0.250045776,1.046539307,-0.132461548,1.002596736,-0.088240378,-0.083372124
0.304946899,0.878997803,-0.116119385,1.322792888,0.560732544,-0.029340046
0.330383301,0.932434082,-0.037124634,1.124514937,0.169719264,0.262657195
0.305984497,0.898544312,-0.055603027,1.17362237,0.369257659,0.502857268
0.310592651,1.009063721,0.20413208,0.840434492,0.646146238,0.416093886
-0.116622925,1.203887939,0.013763428,0.066486612,0.348870635,0.216994897
0.187728882,1.269714355,0.277130127,-0.12592651,0.1297777,-0.369435042
0.245986939,1.186096191,0.213775635,-1.15847075,0.274772167,-0.390673757
0.321044922,0.961044312,-0.093063354,-2.407798767,1.551106811,-0.419095278
1.141281128,1.1431427,0.038238525,-1.529288292,2.136250973,-1.112090826
0.139480591,1.159194946,0.081924438,-1.795049667,0.984122455,-0.88416332
0.234054565,1.08493042,0.037490845,-2.238505602,-0.61708796,-0.955959499
0.224792481,0.74156189,0.014419556,-2.683733225,-2.724429131,-0.840919197
0.330795288,0.37071228,-0.076141357,-0.851327896,-2.001682281,-0.603184938
0.389709473,0.251190186,-0.021011353,1.139351487,-0.906901419,-0.056138102
0.262695313,0.636734009,0.653625488,2.270741463,-1.171965361,0.585701048
0.165878296,2.331741333,1.506790161,-1.144502759,-0.838650703,-0.173521727
0.107437134,0.327438355,0.18208313,-0.339984745,-0.569650412,-0.7183339
0.912750244,1.413024902,0.095916748,1.144829035,-0.314946502,0.394956648
0.352493286,0.662872315,0.113983154,0.364583552,0.667500258,0.097758517
0.574203491,0.555160523,-0.445281982,2.488636732,2.017427921,0.782813549
0.487731934,1.278793335,-0.083999634,1.334944963,-0.852440059,0.689948857
0.074417114,0.978652954,0.397720337,1.533041477,1.168607354,-0.271080762
0.376098633,0.898117065,-0.305053711,1.430599809,0.628196538,-0.158484176
0.258956909,1.006988525,0.069030762,1.178133965,0.449256897,0.219410643
0.321884155,0.831253052,-0.101104736,1.096089482,0.719888389,0.338319719
0.305877686,0.98677063,0.032226563,1.359561086,0.592528045,0.310346961
0.167953491,1.063980103,0.045455933,0.677404821,0.860602379,0.546034575
0.02456665,1.253341675,0.134414673,0.426224291,0.350532442,-0.152582347
0.419448853,1.056381226,0.180541992,-0.128463432,1.413809061,-0.181114122
0.02482605,1.053253174,0.229217529,-1.56751132,1.004934549,-0.463764727
0.451965332,1.076568604,-0.105987549,-2.7111485,2.440261126,-0.585722864
1.002716064,1.234329224,-0.120788574,-1.04361856,2.893222809,-0.997819364
-0.130981445,1.269515991,0.428451538,-1.429804087,1.106117845,-1.019969106
0.103088379,1.004837036,-0.04460144,-2.650580645,-1.925721884,-1.194521189
0.309417725,0.430664063,-0.19581604,-2.472308874,-2.956266642,-0.932624638
0.492385864,0.395996094,-0.014419556,0.011398329,-1.758825064,-0.562604785
0.413848877,0.353210449,0.097229004,1.790622473,-0.660814166,0.041629203
0.193588257,0.994003296,0.88798523,1.984964728,0.201084375,0.757023752
-0.182785034,2.050796509,1.279083252,-2.187644958,-1.914230347,-0.436434567
0.306945801,0.289382935,0.309463501,0.546399415,-0.159851179,-0.238828555
0.687210083,1.651428223,-0.089584351,0.649251521,0.593813539,0.070278421
0.57749939,0.229644775,-0.347045898,1.206373096,0.664429367,-0.026189527
0.647201538,0.733886719,-0.301345825,2.050523043,2.195541143,1.298331738
0.300704956,1.293060303,-0.090713501,1.452730894,-1.783451319,0.738162994
0.07383728,1.011032104,0.000976563,0.924101949,0.012014851,0.090917125
0.343048096,0.890777588,-0.064758301,1.074066162,-0.564761102,0.043296609
0.358947754,0.894989014,0.014053345,1.074249983,0.108797588,0.203565642
0.310317993,0.867660523,-0.067626953,1.081626058,-0.08567895,0.553468227
0.288208008,0.8878479,0.105056763,1.158257484,0.353383631,0.560457468
0.149963379,1.138305664,0.12449646,0.228479251,0.547274828,0.290843278
0.21762085,1.265136719,0.227111816,0.146426991,0.163322344,-0.428246409
0.551528931,1.062484741,0.272506714,-0.404820442,1.13511169,-0.127923876
-0.080978394,1.140945435,0.084228516,-2.445995808,0.647929251,-0.622657418
0.903945923,1.204696655,-0.019821167,-2.04760313,2.581818819,-1.025422215
0.438446045,1.067260742,0.025527954,-1.309525847,2.062816143,-0.862769127
0.274917603,1.093093872,0.014587402,-2.054433584,0.082278624,-1.064989805
0.273284912,0.745315552,-0.028167725,-2.594485521,-2.234363317,-1.115289211
0.386749268,0.41468811,-0.156768799,-1.271703124,-2.029066086,-0.763983965
0.425125122,0.295822144,0.008071899,0.915151358,-1.025537252,0.029443376
0.273452759,0.692153931,0.589157105,1.880609512,-1.38697803,0.62604177
0.114013672,1.806915283,1.267181396,-0.811128259,-1.090110421,0.138495833
0.218688965,0.644729614,0.285369873,-0.522294343,-0.458268493,-0.495412141
0.78515625,1.03453064,0.258865356,1.075546145,-0.46083951,0.103734121
0.472091675,0.960861206,0.475112915,0.20288147,0.534363508,0.346614927
0.221710205,0.505218506,-0.686859131,1.954718471,1.055862665,0.233608231
0.46270752,1.055023193,-0.06803894,1.654241085,0.174482852,0.978220582
0.003585815,1.007598877,0.11819458,1.178906083,0.253310293,-0.109111309
0.404708862,0.923278809,-0.127609253,1.202705622,-0.07759919,-0.213323191
0.326278687,0.883178711,0.060562134,1.031958699,0.388140291,0.061644722
0.268051148,0.929321289,-0.041366577,1.07057631,0.131612614,0.248884916
0.345291138,0.955383301,-0.035354614,1.110729098,0.011666776,0.535561442
0.318283081,1.014358521,0.103790283,0.994998813,0.610422075,0.328268677
0.038497925,1.156982422,-0.036026001,0.030916903,0.100078933,0.188315585
0.342727661,1.208251953,0.082702637,0.000635963,0.471631974,-0.199278221
0.211624146,1.201339722,0.148223877,-0.72999537,0.712593973,-0.142262861
0.157791138,1.074707031,0.073944092,-2.277674913,0.871787667,-0.437350959
0.850875855,1.073852539,0.033462524,-1.93082428,2.615074158,-0.902609229
0.214004517,1.1171875,-0.028106689,-1.690046787,1.388478756,-0.756264508
0.233428955,1.256530762,0.16583252,-1.937386513,0.01941471,-1.047218561
0.211669922,0.782958984,-0.059539795,-2.442192554,-2.145156384,-1.251378059
0.343536377,0.447982788,-0.116790772,-0.961078644,-2.124559641,-1.034247875
0.381713867,0.372787476,0.009292603,0.619037926,-1.596477389,-0.370176733
0.337860107,0.440643311,0.346939087,2.009720087,-1.168127179,0.247197539
0.147628784,1.697647095,0.947982788,0.126097217,-0.596473217,0.203001052
0.040008545,0.842788696,0.322387695,-0.783541918,-0.484872669,-0.826455295
0.770278931,1.255477905,0.381988525,0.770303071,-1.300495863,0.201053754
0.226699829,0.959976196,0.651809692,-0.864329994,0.778153837,-0.035278894
0.545028687,0.129150391,-0.450439453,2.04056859,0.235762999,0.505472779
0.525100708,0.980819702,-0.193237305,1.550962925,1.330716372,1.51976347
-0.011901855,1.140930176,0.237503052,1.661576033,-0.858208716,0.108803712
0.334335327,0.989517212,-0.256210327,1.258865833,0.101567105,-0.277845472
0.377227783,0.858963013,0.002349854,1.151078701,0.156167239,-0.013291038
0.276870728,0.969223023,0.018661499,1.073225975,0.127404288,0.142078579
0.34336853,0.87185669,0.003341675,1.150176167,0.14908962,0.51648283
0.26739502,0.976531982,0.217422485,0.950458765,0.255875707,0.518410683
0.002502441,1.135757446,0.149978638,0.100188121,0.353785247,0.094675906
0.262878418,1.188903809,0.301254273,-0.284495115,0.154904887,-0.25917536
0.288757324,1.132125854,0.110580444,-1.120709896,1.011697292,-0.29984051
0.059402466,1.081604004,-0.106002808,-3.091258287,1.350275636,-0.960356116
1.013046265,1.233459473,-0.244781494,-1.635099649,1.934621692,-1.054913521
0.203079224,1.162460327,0.271011353,-1.122356772,1.412119269,-1.048795223
0.161773682,1.085174561,-0.035003662,-2.324340582,-1.191797018,-1.266571164
0.25944519,0.520599365,-0.158187866,-2.737069845,-2.919408083,-0.93399483
0.458847046,0.360290527,-0.038604736,-0.208852813,-1.876767159,-0.591191649
0.402404785,0.393218994,0.004837036,1.505244493,-0.908406913,-0.015111841
0.265441895,0.744857788,0.641540527,2.086832285,-0.696369469,0.655900598
-0.005783081,2.156799316,1.453811646,-1.731708527,-1.393413067,-0.245207354
0.162353516,0.41317749,0.024185181,0.262259036,-0.027820978,-0.564203978
0.766525269,1.626571655,0.182449341,0.161631241,-0.266012251,0.227792144
0.571136475,0.415023804,-0.019973755,0.560074508,0.55045116,0.161914066
0.49848938,0.692779541,-0.4818573,1.883379459,0.987719059,1.023624301
0.352844238,1.302536011,0.017791748,1.097102523,-1.404886723,0.742661893
0.27293396,0.971832275,0.010177612,1.011110425,0.597244203,-0.11193452
0.318969727,0.835159302,-0.05569458,1.227918267,0.113177419,-0.029394373
0.255447388,0.937973023,0.046539307,1.058166862,-0.350364924,0.23534061
0.337127686,0.830108643,-0.04069519,1.143032432,0.53709352,0.265460163
0.390716553,0.908935547,-0.013458252,1.119374037,-0.247630566,0.587147415
0.280517578,1.140029907,0.216415405,0.637902439,0.435569048,0.558147132
0.057189941,1.111801147,-0.077194214,0.261130661,-0.074957065,0.042524289
0.332641602,1.146194458,0.159057617,0.060838584,0.704429567,-0.161920458
0.147964478,1.181091309,0.25302124,-0.603802025,0.679902077,-0.034600057
0.095428467,1.017745972,0.144104004,-2.504932165,0.243446216,-0.512136281
0.866424561,1.029678345,-0.084625244,-2.273701191,1.789401889,-1.149159551
0.302246094,1.244155884,-0.010772705,-1.223469257,1.927480936,-0.957218647
0.210998535,1.230453491,0.105789185,-1.242196918,-0.035687957,-1.371272802
0.188339233,0.701919556,-0.057693481,-1.993090868,-2.14956522,-1.471383214
0.287902832,0.603317261,-0.001281738,-1.050471902,-2.644028187,-0.931840062
0.491317749,0.530563355,-0.05557251,0.158925474,-2.053670883,-0.435791701
0.487243652,0.432632446,0.283126831,1.296252847,-1.129212022,0.371645987
0.107070923,1.371063232,0.90852356,0.156778157,-0.938095272,0.497032404
-0.05015564,1.043899536,0.566497803,-0.572388411,-0.232597023,-0.427585423
0.175720215,0.875076294,0.208114624,0.358127534,-1.212590456,-0.457047969
0.640228272,1.41847229,0.345565796,0.555886686,-0.237051427,0.264734715
0.451324463,0.451889038,0.144226074,0.079782978,-0.100041114,0.263398349
0.371841431,0.603103638,-0.395629883,1.218117595,-0.38452211,1.066649556
0.224868774,1.409454346,0.003463745,0.712380409,-1.135137796,0.467775464
0.436126709,0.881347656,-0.062042236,0.732860923,-0.465609491,-0.097867444
0.47428894,0.865249634,-0.084518433,1.224384308,-0.05866278,-0.213437453
0.250442505,0.863891602,-0.016601563,1.150891423,-0.004444549,0.012114719
0.386993408,0.87689209,-0.015808105,0.949569523,0.133042738,0.313533157
0.369613648,0.999847412,0.00982666,0.953794897,-0.039215311,0.603228331
0.289672852,1.055480957,0.21685791,0.691863418,0.343758434,0.483638585
-0.037612915,1.238128662,-0.131271362,0.131389186,-0.251816541,0.0347673
0.416824341,1.186630249,0.135910034,-0.116759375,0.960751593,-0.310629517
0.198013306,1.146652222,0.081253052,-1.322806239,0.561212182,-0.304083198
0.329788208,0.756820679,-0.042785645,-2.552350283,1.652236342,-0.454327554
0.812057495,1.113922119,-0.004516602,-1.415495157,1.986436367,-0.955990136
0.129180908,1.19329834,0.185333252,-0.699396193,1.758850932,-1.085950494
0.060638428,1.082962036,0.105575562,-1.469873667,-0.642185628,-1.57025063
0.400238037,0.599716187,-0.035461426,-1.97730577,-2.319008827,-1.444378972
0.355697632,0.509597778,0.057495117,-0.361003459,-2.118700504,-0.625999689
0.318862915,0.443588257,0.00592041,1.00688076,-0.949689388,-0.053230997
0.224578857,0.722808838,0.399490356,1.679218888,-1.175186992,0.519169152
-0.019729614,1.692474365,1.260772705,-0.470147789,-0.896380603,-0.116777219
0.013580322,0.822296143,0.237030029,-0.547771514,-0.670393288,-0.779229999
0.603317261,1.315643311,0.326004028,0.486769915,-1.361812234,0.024219852
0.374603272,0.731674194,0.523605347,-0.578140557,0.729617178,-0.111302286
0.531112671,0.313293457,-0.41444397,1.465391278,-0.01692652,0.895346761
0.476470947,1.046051025,-0.156417847,1.243948102,0.236483112,1.30424881
-0.101425171,1.173477173,0.244247437,1.017819166,-0.766472161,0.14262639
0.353134155,1.035736084,-0.179077148,1.111763239,-0.17003645,-0.236074314
0.396347046,0.834350586,-0.05267334,1.300986886,0.449779153,-0.053018745
0.349655151,0.82383728,-0.01802063,1.119336963,0.477393717,0.21191439
0.361495972,0.883422852,-0.020385742,1.144674778,0.190339044,0.498203665
0.338653565,0.995941162,0.14654541,1.04071033,0.160923377,0.540225148
0.091949463,1.125793457,0.044708252,0.284905762,0.67355603,0.410740674
0.233398438,1.219741821,0.167984009,0.071917601,0.581956863,-0.11527732
0.314529419,1.155288696,0.176040649,-0.694612861,0.474925518,-0.154672131
0.204498291,0.951354981,0.105285645,-2.064049006,1.193091393,-0.422401309
0.744384766,1.145324707,0.192932129,-2.176871538,2.768148899,-0.973591209
0.401687622,1.22668457,-0.097366333,-1.384014726,2.03984499,-0.983046532
0.020553589,1.134475708,0.322387695,-1.746824026,-0.023734357,-1.415628314
0.209365845,0.673217773,-0.075302124,-2.062898636,-1.693650603,-1.432299733
0.224716187,0.540481567,-0.00730896,-0.731712818,-1.951448321,-1.027072072
0.426040649,0.475799561,-0.023895264,0.677887917,-1.567174435,-0.551567555
0.27029419,0.580230713,0.378936768,1.780519724,-1.073967934,0.248011142
0.105712891,1.541107178,1.084625244,0.36730504,0.509634733,0.240210474
-0.012878418,-0.326705933,-0.773834229,0.061966963,0.056455288,-0.004014183
0.073852539,-0.447982788,-0.893463135,0.218172014,0.070948742,0.329637557
0.099838257,-0.489349365,-0.903076172,-0.284369946,0.072866216,0.348445058
0.049972534,-0.410110474,-1.060333252,0.338306665,0.129492477,0.182475805
0.135482788,-0.507202148,-0.909866333,-0.321098924,0.518079877,0.427523911
0.210388184,-0.371185303,-1.022140503,-0.886116505,0.123499565,0.489357978
0.134002686,-0.241668701,-1.079742432,-0.334985197,0.181040898,0.490560651
0.044113159,-0.203964233,-0.981430054,0.17163834,0.545838833,0.398430198
0.16583252,-0.189346314,-0.907165527,-0.22262162,0.556356728,0.661233842
0.137664795,-0.215682983,-0.886108398,-0.450759977,0.028466262,0.550177097
0.086227417,-0.274978638,-0.903167725,-0.187101185,0.153956816,0.255290359
0.123580933,-0.291305542,-0.898864746,0.076461487,-0.61208123,0.151285127
0.08883667,-0.360168457,-0.884796143,-0.33281365,0.358047903,-0.167951986
