accelerometer.x,accelerometer.y,accelerometer.z,gyroscope.x,gyroscope.y,gyroscope.z,Timestamp
-0.2886352539,-0.06571960449,-1.009246826,-0.04161721841,-0.2775754333,-0.2773706317,1733165920
-0.2753295898,-0.02076721191,-0.928527832,0.4927969277,-0.8527127504,0.07813555002,1733165920
-0.3585205078,-0.0454864502,-0.7922668457,-0.5381652117,0.4115105867,0.09849461168,1733165920
-0.2722320557,0.04652404785,-0.7942047119,-0.4667365551,-0.6600205302,0.02448723279,1733165920
-0.2850952148,0.1067352295,-0.6947784424,0.1192733943,-2.885928392,0.6048067808,1733165920
-0.2955322266,0.2280273438,-0.6776428223,-0.7533059716,-0.8265684843,1.435791135,1733165920
-0.4013977051,0.2707061768,-0.8355865479,0.07587372512,-3.333959341,2.760577202,1733165920
-0.3821411133,0.3047637939,-0.8441467285,0.698225975,-2.984873295,2.667638063,1733165920
-0.4563751221,0.2907867432,-0.9336547852,0.9444607496,-2.57296896,3.386234045,1733165920
-0.7526702881,0.1938323975,-0.9897918701,1.899572611,-2.095649004,3.614314556,1733165920
-0.997177124,0.1437225342,-0.6311950684,1.291012287,-0.5638098121,3.37528944,1733165920
-1.190231323,0.1816101074,-0.5433044434,0.5686384439,-0.2179531008,2.355095387,1733165920
-1.372329712,0.1542816162,-0.4177246094,-0.361725986,-1.522124171,1.112784028,1733165920
-1.737609863,0.1718597412,-0.640335083,-1.047870517,0.6922413111,-0.7889177799,1733165920
-0.682434082,0.4498138428,-0.3964538574,-1.682770491,0.1284162998,-0.454910785,1733165920
-0.8124847412,0.4119110107,-0.7597045898,0.1886769682,-0.6737773418,-0.5468689203,1733165920
-0.5534820557,0.6728363037,-0.003509521484,-0.1892295778,-3.408518314,0.3438250124,1733165920
-1.122955322,0.6767425537,-0.6815643311,0.7843608856,-2.559410334,0.4022675455,1733165921
-0.4936676025,0.5667877197,-0.1995697021,-0.1308261901,-3.137361765,0.406798929,1733165921
-0.4427032471,0.4830780029,-0.06491088867,0.2765695453,-3.106468916,0.3378555477,1733165921
-0.3315429688,0.4345550537,0.05665588379,0.1076859832,-2.311726093,0.7596147656,1733165921
-0.5283355713,0.2940368652,0.2085418701,-0.5412731171,0.03905019537,0.444848299,1733165921
-1.243743896,0.5339508057,-0.007949829102,-0.6752175689,0.2384783477,-0.4877978861,1733165921
-0.8731384277,0.7119293213,0.4723968506,-0.4073110521,-0.243171379,-0.3920625746,1733165921
-0.9677276611,0.839553833,-0.1957702637,0.3194126189,0.0486708656,-0.8662783504,1733165921
-0.3870391846,1.311233521,-0.8987426758,1.879278779,0.1016752273,0.5499510169,1733165921
-1.007629395,0.5456237793,0.2559204102,-1.793478131,0.5352525115,0.3568939567,1733165921
-0.1374053955,0.5902404785,-0.142578125,0.01983868517,0.05352447927,0.5683401227,1733165921
-0.5033416748,0.4730224609,-0.2735748291,1.428939104,-0.003725229762,0.8869308829,1733165921
-0.7194061279,0.556640625,-0.1553497314,1.508113265,0.4634036124,0.5389308333,1733165921
-1.141311646,0.6017456055,0.3241271973,-0.2761663496,1.369880795,0.6439155936,1733165921
-0.936920166,0.6733093262,0.1841888428,-0.07622792572,0.5648844242,0.6105709672,1733165921
-1.225036621,0.6366577148,0.3171691895,-1.027926922,-0.2604776621,0.1190686002,1733165921
-1.0209198,0.688293457,0.0626373291,-1.181339383,-0.5144044757,-0.01519253477,1733165921
-1.008178711,0.858581543,0.01763916016,-0.6429094672,-1.852332354,-1.310240388,1733165921
-0.6306304932,1.474731445,-0.8106842041,0.565350771,-1.692520142,-0.7295823097,1733165921
-0.4817962646,0.85546875,0.6295471191,-2.265066385,-1.712683916,-0.05409865454,1733165921
-0.255279541,0.5178375244,0.2038879395,-1.566630363,-0.7191376686,0.559710443,1733165922
-0.4072570801,0.5414733887,-0.1546173096,-0.3585381806,-0.06040661782,0.008191350847,1733165922
-0.2601470947,0.430480957,-0.1854248047,1.229228854,0.435297668,0.4413270652,1733165922
-0.2305755615,0.3834228516,0.2256774902,1.6211133,-0.126631707,1.240054846,1733165922
-1.07484436,0.4952850342,0.4255065918,0.4557850957,-2.069754124,1.54626143,1733165922
-0.4543457031,1.308074951,1.276596069,-1.542903662,2.01702714,-0.7577518821,1733165922
-0.73828125,0.3836517334,-0.1285095215,0.5535563827,0.9675266743,0.6229240298,1733165922
-0.6932678223,1.648284912,-0.9173431396,3.039225578,1.297742128,-1.965486646,1733165922
-0.3786468506,0.9125976563,0.1228790283,-0.1604067236,0.3619174659,-0.0532355234,1733165922
-0.48387146,0.6116333008,-0.02629089355,-0.4384638965,2.930324793,0.646794498,1733165922
-0.2508544922,0.6467285156,-0.3833312988,1.061684847,1.085038185,0.9905055165,1733165922
-0.381439209,0.6318206787,-0.007354736328,1.300658584,0.2684708834,-0.04425428063,1733165922
-0.82371521,0.542098999,0.1763458252,-0.2211973667,0.5899636745,0.912525773,1733165922
-1.050186157,0.7116851807,0.03955078125,-1.250888586,-0.2708147168,1.417980433,1733165922
-1.045883179,0.8121337891,0.4936676025,-1.577967644,-0.4593729079,1.984811544,1733165922
-1.159988403,0.6748352051,0.2375335693,-0.4709688425,-0.3107256591,0.9145428538,1733165922
-0.7679443359,0.6256713867,0.4993438721,-1.809798002,-1.519069791,0.9034385085,1733165922
-0.8753814697,1.276489258,-0.2030334473,-0.7931050658,-2.648458481,-1.686550856,1733165922
-0.7749786377,2.089263916,-0.1304168701,-0.8302138448,0.4271214902,-2.630702972,1733165922
0.2243499756,0.9515380859,0.8938446045,-3.58673811,-0.631274879,0.1876987964,1733165922
-0.2248535156,0.5501556396,0.04145812988,-0.5328330398,-2.1356318,-0.7040646672,1733165923
-0.2349853516,0.44190979,-0.1814422607,0.7818300724,-0.7839203477,-0.674949944,1733165923
0.0721282959,0.4797363281,-0.1578521729,1.551714182,-1.633944154,0.6180762649,1733165923
-0.445526123,0.4488830566,0.5788116455,1.81142807,-3.792911053,0.0857071802,1733165923
-0.2997894287,0.9827728271,1.682678223,-0.2467437387,3.137776852,1.554329753,1733165923
-0.533493042,1.290710449,0.4864196777,-0.5030924082,1.140256882,-0.6520526409,1733165923
-0.7447052002,1.464111328,-0.9217071533,3.126644373,2.722725391,-0.2192287594,1733165923
0.3943023682,0.6467895508,0.2433013916,-1.487542748,-0.7268898487,0.6875482798,1733165923
-0.4600524902,0.9296112061,-0.3355255127,1.285593629,2.818460226,0.03950453177,1733165923
-0.2648010254,0.6855163574,-0.04057312012,0.9353064299,4.248182774,1.100937724,1733165923
-0.3620452881,0.697479248,-0.03437805176,0.156599462,1.306118846,0.8341736794,1733165923
-0.4521484375,0.723739624,0.04461669922,-0.04162574187,0.2961688042,0.2303607762,1733165923
-0.6757354736,0.8330383301,0.1156005859,0.3902822733,0.8601954579,0.1786874533,1733165923
-0.8325500488,0.7926330566,0.2652587891,0.1521820724,1.297651887,1.204631925,1733165923
-1.228790283,0.98828125,0.0227355957,-0.7757884264,-0.05221926048,0.9775220752,1733165923
-0.773147583,0.8898925781,0.5410614014,-1.699082136,-1.450213432,0.1573992074,1733165923
-0.3167572021,1.364517212,0.3436279297,-2.989874125,-4.51345396,-0.04193999246,1733165923
-0.5964813232,2.011291504,-0.1569519043,-1.365674376,-1.79517591,-2.536750555,1733165923
0.1743469238,1.265319824,0.08833312988,-1.668747902,0.9876868129,-0.75769943,1733165923
-0.06733703613,0.4702301025,0.03567504883,-1.346675634,-0.651000917,-0.1148131341,1733165923
-0.2892913818,0.6652374268,0.05926513672,-0.6830161214,-0.05902070925,-0.4061017036,1733165924
0.1006164551,0.3821868896,-0.5350189209,1.452443004,-2.031320333,0.289442718,1733165924
-0.2589111328,0.3892364502,0.1968383789,2.273054838,-2.674886465,0.6168653369,1733165924
-0.4725952148,0.5712127686,1.343261719,-0.3743890524,-1.323501587,-0.2632952929,1733165924
-0.5209960938,1.587142944,1.198135376,-0.2504519224,2.746727228,-0.702499032,1733165924
-0.004165649414,0.1679992676,0.4004211426,0.9561459422,-1.457095623,0.7610203624,1733165924
-0.6924285889,2.091720581,-0.6593933105,2.321070671,2.365365505,-0.865411222,1733165924
0.6775970459,0.5320587158,0.4355621338,-2.797175169,-1.569440246,0.8938599229,1733165924
-0.6782531738,1.298080444,-0.4037322998,0.9886157513,4.057707787,0.3242428005,1733165924
0.005554199219,0.7993469238,-0.2276611328,2.504538059,-0.3609909415,0.6811004877,1733165924
0.06857299805,0.682510376,0.2365112305,1.603397608,0.2446768582,0.09076851606,1733165924
-0.3717041016,0.8009796143,0.2095489502,0.2468404174,0.3104175329,-0.691606164,1733165924
-0.77684021,0.9789276123,-0.0514831543,1.565235376,2.737272501,0.5344746113,1733165924
-0.6787872314,0.9744110107,0.7790527344,-0.4646989703,1.8746593,0.5522498488,1733165924
-0.9905700684,1.013427734,-0.06256103516,-0.582305789,0.8532320857,0.1186566055,1733165924
-0.9261932373,0.8516235352,0.5315551758,-2.438745975,-0.4047426879,-0.9869464636,1733165924
-0.4376068115,1.268249512,-0.6146240234,-2.068592787,-3.444984674,-2.075109482,1733165924
-0.7977294922,1.97088623,0.6698608398,-2.709721088,-0.6433928013,-2.889372587,1733165924
-0.1936340332,1.051940918,0.2454223633,-2.346894741,2.281769991,-0.2207315713,1733165924
-0.1004180908,0.3962249756,-0.03762817383,-1.381811261,-1.676779151,-0.3402217627,1733165924
-0.2177276611,0.643951416,-0.08361816406,-0.6702957749,-2.621744871,-0.9919041991,1733165925
0.4449310303,0.3609771729,-0.310256958,1.141742468,-2.824837685,0.1237959787,1733165925
-0.2250976563,0.2232818604,0.4223480225,3.645913124,-0.2481762469,0.7059264779,1733165925
-0.782699585,1.244552612,1.998916626,0.234405309,2.157788992,0.7140046954,1733165925
-0.337020874,0.8771362305,0.2804870605,-0.7877012491,0.1536936909,-0.7780225277,1733165925
-0.6476135254,1.466751099,-1.206420898,3.696686506,3.095555782,-0.6294320226,1733165925
0.1125335693,0.7712249756,-0.2458953857,-0.05062802508,1.26842308,0.7208154202,1733165925
-0.4337463379,0.7594146729,-0.4585876465,1.678383708,0.4504249692,0.08961057663,1733165925
-0.1647338867,0.7083129883,-0.2072753906,2.527532578,0.6479856968,0.8141080737,1733165925
-0.2804870605,0.8642425537,0.4970855713,-0.2224306762,0.7999771237,0.7620241046,1733165925
-0.504196167,0.7367095947,-0.07043457031,-0.1259456873,0.8618040085,0.1739765853,1733165925
-0.640045166,0.7880249023,0.2348175049,0.4499146938,1.71285677,0.7908941507,1733165925
-0.5025939941,0.8704833984,0.4674072266,-0.02297242731,0.4544263482,0.788847208,1733165925
-0.9827423096,0.9061737061,-0.1596069336,-0.3497937024,-0.78700912,-0.04625218362,1733165925
-1.15423584,0.9265289307,0.5554199219,-1.831936359,0.104841724,-0.9273257256,1733165925
-0.6076202393,1.22694397,0.237487793,-3.215802431,-2.633502007,-2.194272518,1733165925
-0.9248046875,2.149612427,0.4917144775,-2.42468667,-0.355745852,-2.14413619,1733165925
-0.2183380127,1.136245728,0.02334594727,-2.488243341,2.800829411,-0.02580123767,1733165925
0.05422973633,0.4743804932,-0.07542419434,-0.882050395,-2.994887352,-0.09032244235,1733165925
-0.3470306396,0.6835327148,-0.06568908691,-0.8175379634,-3.172813416,-0.9980017543,1733165925
0.2850036621,0.4288635254,-0.2639007568,0.4259837866,-2.453892469,0.0825124532,1733165926
0.08393859863,0.2113189697,0.2105407715,3.125162363,0.4859536588,0.605704844,1733165926
-0.7593383789,0.7437286377,1.251663208,2.616538763,1.370957255,0.2758904397,1733165926
-1.123291016,2.014480591,1.098922729,-0.9893065691,0.6670187712,-1.092600465,1733165926
0.213760376,0.4540557861,-0.9139404297,2.668440342,2.510113478,1.230506659,1733165926
-0.2027740479,1.721817017,-0.7864837646,-0.3224099874,1.148961663,0.07459381223,1733165926
-0.3208465576,0.5207824707,-0.1620635986,1.619275212,0.8845766783,0.1925350875,1733165926
-0.3098602295,0.7973937988,-0.3097991943,2.430286646,1.196576357,0.5183166862,1733165926
-0.198059082,0.8869628906,-0.245010376,2.000579119,1.956297636,0.734960556,1733165926
-0.367767334,1.004898071,0.332321167,-1.105244875,0.7197917104,0.06233794242,1733165926
-0.3639526367,0.8732910156,-0.1556091309,-0.3940349221,0.2658561766,0.8385868073,1733165926
-0.8685760498,0.8365325928,0.2799224854,0.07004433125,2.832700253,0.7472869754,1733165926
-0.8534088135,0.8370513916,0.06521606445,-1.40016067,-0.596014142,0.6152021885,1733165926
-1.632049561,0.7757720947,0.347442627,-1.756229043,0.4939503372,-0.7530372739,1733165926
-0.6647338867,0.9906463623,0.6517486572,-3.676455021,-0.9432466626,-2.948441267,1733165926
-0.6709136963,2.311218262,0.4370880127,-0.7858026624,-1.201956987,-1.971489191,1733165926
-0.0919342041,1.542572021,-0.1286010742,-1.57708931,3.219503403,-0.04646071047,1733165926
0.2131195068,0.4711761475,0.03106689453,-2.404693604,-0.7650047541,-0.5948143601,1733165926
-0.1304016113,0.5985870361,-0.2443695068,-0.6461015344,-4.805554867,-1.034346938,1733165926
0.3211517334,0.349319458,-0.2578735352,0.7703757882,-2.868045092,-0.1725217104,1733165926
-0.1465148926,0.2505187988,0.2446136475,3.379964828,-0.1694851667,0.174575001,1733165927
-0.8796386719,0.849609375,1.243087769,1.955739975,1.3044554,0.605129838,1733165927
-0.7647857666,1.624908447,0.9911499023,-0.3976384401,-0.6542931199,-1.051633596,1733165927
-0.05004882813,0.6017913818,-0.8957214355,2.442499161,2.516580343,0.7278507352,1733165927
-0.241104126,1.569274902,-0.8938751221,0.05615754426,2.164105654,0.01791295409,1733165927
-0.2857055664,0.8078765869,-0.2965545654,2.17357564,0.3099544048,0.3749904037,1733165927
-0.174331665,0.7026367188,-0.2450866699,2.055951357,0.7549302578,0.7874011397,1733165927
-0.1541900635,0.9123077393,0.2404022217,-0.4890900552,0.8134295344,0.6441797614,1733165927
-0.331451416,0.8672332764,-0.06057739258,0.03940413147,1.153000951,0.3834776282,1733165927
-0.5554656982,0.7843017578,0.06037902832,-0.1662425101,0.2953829169,0.9649583101,1733165927
-0.7788696289,0.9237823486,-0.0661315918,0.8654903173,1.584176302,1.040717244,1733165927
-0.770904541,0.8983764648,0.4917297363,-0.9612299204,1.619302869,0.3911270201,1733165927
-1.073913574,0.9651489258,0.2001342773,-1.970502496,0.5229684114,-0.3035364449,1733165927
-1.14956665,0.615234375,0.9160308838,-3.530299187,1.496694446,-2.049245834,1733165927
-0.6060791016,1.879394531,-0.4635162354,-0.0376075618,-4.848448753,-2.76668644,1733165927
-0.4638671875,1.872909546,0.3797149658,-0.7755963802,-0.8542781472,-0.6543658376,1733165927
0.2064971924,0.7729797363,0.2610321045,-1.791781902,1.244000912,-0.7095473409,1733165927
-0.02491760254,0.5662994385,-0.2613677979,-0.875926733,-3.692909002,-0.800778687,1733165927
-0.0234375,0.5346374512,-0.1884307861,-0.7071246505,-3.089425325,-0.4626680315,1733165927
0.2253723145,0.2232513428,-0.2159881592,2.334109783,-1.181300521,0.4217485785,1733165927
-0.4807128906,0.4756469727,0.8217468262,3.293046713,1.649791002,0.2450885773,1733165928
-1.538024902,2.152374268,1.216247559,-0.122134164,0.9425297379,-0.5973457098,1733165928
0.1127166748,0.466293335,0.1232147217,0.1289436072,2.281443357,0.106370911,1733165928
-1.024780273,2.120330811,1.150177002,-1.449469924,3.264206886,-0.6166142225,1733165928
0.1820526123,0.5441436768,-0.2769165039,1.243159056,1.914978504,0.6499708295,1733165928
-0.2127532959,0.7699127197,-0.3134765625,1.631949186,-0.1085592359,0.7268517613,1733165928
-0.2951660156,0.7457580566,-0.2480926514,0.6782608032,-0.3329108357,0.9844905138,1733165928
-0.3649139404,0.8972015381,-0.1652679443,0.7137463689,1.053556681,0.4676401615,1733165928
-0.6035614014,0.8400878906,0.5292205811,-1.529701829,2.280056477,0.373419404,1733165928
-0.7430114746,0.8396453857,0.03253173828,0.3158602118,2.619688749,1.049791217,1733165928
-0.7306365967,0.8095550537,0.6338043213,-0.2951136529,1.000100374,0.7032156587,1733165928
-0.988571167,1.035705566,0.03907775879,-1.046512008,-0.6026091576,-0.2276842892,1733165928
-1.165802002,0.7513275146,0.7831573486,-3.237210035,1.646778107,-1.981643796,1733165928
-0.5467987061,1.699920654,-0.6936340332,-1.029060841,-4.694396496,-2.800797224,1733165928
-0.378112793,1.836349487,0.7535858154,-1.297036409,-0.3595115542,-0.556676805,1733165928
0.004547119141,0.8787841797,-0.1389312744,-1.108207941,1.980533481,-1.217734694,1733165928
0.02487182617,0.5464019775,-0.1438140869,-1.448210955,-1.459126472,-0.9603127241,1733165928
-0.318862915,0.5521087646,-0.3466796875,-0.7770931125,-3.112829447,-1.368778825,1733165928
0.1669006348,0.2596130371,-0.2847900391,1.456328034,-2.308030844,0.2302177548,1733165928
-0.51612854,0.2782440186,0.8910522461,3.699593306,0.0307174325,1.193993688,1733165928
-1.383453369,1.977615356,1.497344971,-0.5714616179,0.6285092235,-0.1484182328,1733165929
0.09101867676,0.7204589844,-0.1179351807,0.08214600384,1.90655911,-0.1129198968,1733165929
-0.7659759521,1.812667847,0.2340240479,0.4307151735,3.962255001,0.3401477337,1733165929
-0.1473388672,0.90965271,-0.3980560303,0.8052543998,1.135627508,0.627240479,1733165929
-0.2311096191,0.7773742676,-0.357208252,1.120692253,-0.003382747294,0.6908362508,1733165929
-0.2276763916,0.5984802246,-0.2305603027,1.244020104,-0.4138754606,0.9721919894,1733165929
-0.3235931396,0.9274902344,-0.09024047852,1.400793672,0.4764107466,0.5632255673,1733165929
-0.4693450928,0.9050598145,0.2984924316,-1.436184764,2.253566265,0.7696825862,1733165929
-0.7035064697,0.7815704346,0.01556396484,1.37548244,1.589756966,1.295941353,1733165929
-0.9437866211,0.8611907959,0.5225372314,-0.6412135363,0.1777209938,0.5809773803,1733165929
-1.045059204,0.9870910645,0.1337585449,-1.446608901,-0.8250043988,-0.4009303749,1733165929
-1.305130005,0.6440124512,0.9147491455,-3.535711527,1.639492035,-1.97172904,1733165929
-0.7013244629,1.797439575,-0.7216949463,0.3005933762,-5.904149055,-3.569180012,1733165929
-0.5716705322,2.146072388,0.4456787109,-0.4744991362,-1.134243011,-0.7539963126,1733165929
0.0930480957,0.7725982666,-0.06321716309,-0.811163187,1.064699054,-1.115356088,1733165929
0.1716918945,0.5267486572,-0.1882324219,-1.034959555,-2.418263674,-0.6694792509,1733165929
-0.03701782227,0.4575195313,-0.2938690186,-0.8777448535,-3.688023329,-0.5282896757,1733165929
0.2466430664,0.2646789551,-0.3620452881,2.378133774,-1.293527484,0.2891825438,1733165929
-0.4471435547,0.7275085449,1.13458252,3.059123039,0.9662273526,1.148171306,1733165929
-1.201049805,2.133209229,1.12411499,-0.5114377141,0.8291621208,-0.5532357693,1733165929
-0.05429077148,0.5849761963,-0.1082611084,0.1974776536,2.799210548,0.3027390838,1733165930
-0.6259765625,1.697265625,-0.3312225342,1.263721108,3.081097126,0.188921988,1733165930
-0.3347015381,0.6840820313,-0.350769043,1.578187943,-2.474918127,0.8955997825,1733165930
-0.3724212646,0.7761077881,-0.2914123535,1.33026278,-1.005079389,0.5913948417,1733165930
-0.1842346191,0.9095306396,-0.1714630127,1.580088139,2.348089457,0.452236712,1733165930
-0.01931762695,0.8925476074,0.3359375,0.04882053658,1.224901438,0.5506700873,1733165930
-0.4302062988,0.9145202637,-0.06561279297,-0.0866824314,0.4748293757,0.8060379028,1733165930
-0.8055877686,0.7873077393,0.4618682861,-0.180402264,1.325640082,0.7987120748,1733165930
-0.9358825684,0.9004211426,0.1539916992,-1.47695446,-0.008819590323,-0.1301870346,1733165930
-1.454833984,0.5995788574,0.282119751,-2.503780127,1.597883105,-1.430759907,1733165930
-0.6539306641,1.532180786,-0.4535827637,-1.305937767,-4.978772163,-3.685171127,1733165930
-0.5264587402,2.294433594,0.7713012695,-0.4602922499,-0.9929249883,-0.8219282031,1733165930
-0.04560852051,1.111251831,-0.1307067871,-1.391147733,4.23378706,-1.141786337,1733165930
0.1157989502,0.4921112061,-0.1593322754,-0.04427238926,-3.647477388,-0.9447398782,1733165930
-0.2183532715,0.5819244385,-0.1558837891,-1.773561954,-4.579725266,-1.172011375,1733165930
0.4319610596,0.2698516846,-0.370010376,1.491533995,-1.712637901,0.3352999687,1733165930
-0.1302642822,0.4403533936,0.5261077881,3.763236523,0.1470192671,0.7848013639,1733165930
-1.670333862,1.8387146,1.747375488,-0.4519235194,2.345656157,-0.4747958183,1733165930
0.2380065918,0.4878845215,0.1988525391,-0.9044803381,1.474820256,-0.360788554,1733165930
-0.6185150146,1.842056274,-0.4252624512,0.8491603732,4.640428066,0.4818010032,1733165930
0.0318145752,0.802734375,-0.2169647217,1.18909204,1.086338282,0.4904592037,1733165931
-0.1574554443,0.7644042969,-0.4479370117,1.362817764,-0.93412745,0.9769886136,1733165931
-0.1822357178,0.8253936768,-0.2913208008,0.9865102172,0.3000399768,0.7947149873,1733165931
-0.2291717529,0.866607666,0.03796386719,0.2532423735,1.003691554,0.5967544913,1733165931
-0.4175415039,0.8001251221,-0.2162017822,-0.06892553717,1.449774861,0.5734880567,1733165931
-0.7354888916,0.7934265137,0.2042541504,0.12488015,2.301319838,0.8906814456,1733165931
-1.019638062,0.8177185059,0.4070129395,-0.8970402479,0.926640749,0.4866532683,1733165931
-1.220077515,1.015090942,-0.02445983887,-0.8970213532,-0.6435651183,-0.03040797263,1733165931
-1.108413696,0.581451416,1.222869873,-3.846461535,2.136458635,-1.869919896,1733165931
-0.5543212891,1.604171753,-1.005554199,0.4038089812,-5.864878178,-4.35597086,1733165931
-0.7468261719,2.223205566,0.3165588379,-0.795619905,-0.8412148356,-0.9698969126,1733165931
-0.1600646973,0.994354248,0.0694732666,-1.276124477,2.375173569,-1.152438998,1733165931
0.1137084961,0.391708374,0.147567749,-0.3091416061,-4.704035282,-0.6343961358,1733165931
-0.1359405518,0.5230407715,-0.2743988037,-1.002447605,-2.152450323,-0.9300709367,1733165931
0.448135376,0.4138031006,-0.3687896729,1.784150362,-1.332131505,0.2980127931,1733165931
-0.2875061035,0.5208740234,0.6828613281,3.610923529,0.8364155293,1.451233149,1733165931
-1.776870728,2.107025146,1.74786377,-0.4201197922,2.081814766,-0.4096775353,1733165931
-0.1123352051,0.2405853271,-0.0466003418,-0.3808320463,0.9120146632,-0.150235042,1733165931
-0.338394165,1.30758667,-0.2851715088,1.824069023,2.81711483,0.9115302563,1733165931
0.2583312988,1.700912476,0.2153778076,-0.6691117883,2.018634796,0.2898621857,1733165931
-0.01487731934,0.6551513672,-0.2611541748,1.579144001,0.5931203365,1.009582758,1733165932
-0.3319702148,0.7064819336,-0.2150421143,0.5624713302,0.1197983027,0.8177033663,1733165932
-0.2469787598,0.8611755371,-0.2469024658,0.5306984782,0.9781814814,0.9425526261,1733165932
-0.5470428467,0.9239807129,0.1549224854,-0.0494293347,2.890497208,0.7671299577,1733165932
-0.6892547607,0.7607574463,0.3067779541,-0.6279430389,2.445007324,1.432681561,1733165932
-1.143844604,0.8712615967,0.2069549561,0.2069063038,0.7092991471,0.7264429331,1733165932
-1.203125,0.908416748,-0.007354736328,-0.8935802579,-1.573039532,-0.6536121368,1733165932
-0.8984832764,0.8132171631,0.7653503418,-2.560777426,0.6857059002,-2.193256617,1733165932
-0.6373138428,1.495544434,-0.7621002197,-0.7272450924,-5.418775558,-3.83283639,1733165932
-0.4183349609,2.34967041,0.4826049805,-0.3172754347,0.5068799853,-0.4479428828,1733165932
0.106552124,1.003997803,0.2070617676,-1.476590991,1.565477967,-1.088062167,1733165932
0.1570739746,0.5813140869,-0.08529663086,-0.5920782089,-4.27333498,-0.6868380308,1733165932
